idx,平台,昵称,频道链接,地区,粉丝数,是否游戏,类目,置信度,AI 判断理由,阶段
69,Youtube,Hama Deutschland,https://www.youtube.com/@HamaDeutschland,德国,2720,否,Other,高,"Hama Deutschland is electronics brand, not gaming",A
43,Youtube,Brettspielgarde,https://www.youtube.com/@Brettspielgarde,德国,2410,否,Other,高,"Brettspielgarde is German board game channel, not video gaming.",A
33,Youtube,Sundropart ,https://www.youtube.com/@SundropartCalligraphy,德国,2260,否,Other,高,"Sundropart Calligraphy indicates art/calligraphy, not gaming.",A
38,Youtube,Developer Akademie,https://www.youtube.com/@developer.akademie,德国,1880,否,Other,高,"Developer Akademie indicates programming/development education, not gaming.",A
62,Youtube,CustomDesign by Pat,https://www.youtube.com/@CustomDesignbyPat,德国,1690,否,Other,高,"Custom design channel, not gaming",A
55,Youtube,Naomi Blacky's Diversity Channel,https://www.youtube.com/@NaomiBlackysFamilyLifestyle,德国,1250,否,Other,高,"Family lifestyle vlog channel, not gaming",A
88,Youtube,9:16 Podcast by WeCreate,https://www.youtube.com/@916_Podcast,德国,1230,否,Other,高,"9:16 Podcast is podcast content, not gaming",A
87,Youtube,totorio IT,https://www.youtube.com/@totorioit5581,德国,1110,否,Other,高,"Totorio IT is tech service, not gaming",A
65,Youtube,Herokii Customs,https://www.youtube.com/@herokiicustoms,德国,1000,否,Other,高,"Herokii Customs is custom design/modification, not gaming",A
12,Youtube,Aquatuning TV,https://www.youtube.com/@aquatuningtv,德国,838,否,Other,高,"Aquatuning TV is hardware/PC cooling brand, not gaming content.",A
1686,Youtube,SuperchargedNation,https://www.youtube.com/@SuperchargedNation,日本,4300,否,Other,高,"Automotive/car content, not gaming",A
1685,Youtube,FA Channel with Paris ,https://www.youtube.com/@FAwithParis,日本,2730,否,Other,高,"Travel/lifestyle channel, not gaming",A
1684,Youtube,Afro Gaikokujin,https://www.youtube.com/@payso2021,日本,1940,否,Other,高,"Cultural/vlog content, not gaming",A
1688,Youtube,Explore with HAROLD,https://www.youtube.com/@ExplorewithHAROLD,日本,1890,否,Other,高,"Travel/exploration, not gaming",A
310,Youtube,Smokin' Sessions,https://www.youtube.com/@SmokinSessions,美国,9940,否,Other,高,"Smoking/lifestyle content, not gaming-focused.",A
726,Youtube,Will Hall,https://www.youtube.com/@willhallfilms,美国,9890,否,Other,高,"Will Hall Films suggests film/video production, not gaming.",A
477,Youtube,New England Crypto,https://www.youtube.com/@NewEnglandCrypto,美国,9840,否,Other,高,"Cryptocurrency content, not gaming.",A
665,Youtube,Joyful Praise Fitness,https://www.youtube.com/@joyfulpraisefitness,美国,9830,否,Other,高,"Fitness channel, not gaming.",A
870,Youtube,How2Guides,https://www.youtube.com/@How2GuidesChannel,美国,9780,否,Other,高,"How-to guides channel, not gaming-focused.",A
1499,Youtube,Data Dave,https://www.youtube.com/@DataDave,美国,9720,否,Other,高,"Data analytics focus, not gaming-related.",A
979,Youtube,Max Corbett,https://www.youtube.com/@MaxCorbett,美国,9700,否,Other,高,"Personal name, no gaming indicators",A
1668,Youtube,filmotter,https://www.youtube.com/@filmotter,美国,9680,否,Other,高,"Film/video content, not gaming",A
593,Youtube,Estella the Star,https://www.youtube.com/@EstellatheStar,美国,9670,否,Other,高,Estella the Star suggests entertainment/personality channel.,A
1626,Youtube,AwesomeAngels,https://www.youtube.com/@awesomeangels10,美国,9670,否,Other,高,"Generic positive name, no gaming signal.",A
555,Youtube,Seasonal Vibes ,https://www.youtube.com/@raghdatela7377,美国,9620,否,Other,高,Seasonal Vibes suggests lifestyle/vlog content.,A
1614,Youtube,Dat Good Sir,https://www.youtube.com/@DatGoodSir,美国,9620,否,Other,高,"Personal channel, no gaming indicators.",A
1160,Youtube,Mr.Laowai-English Tech,https://www.youtube.com/@Mr.Laowai-EnglishTech,美国,9570,否,Other,高,"Tech education channel, not gaming.",A
1630,Youtube,Saucy ASMR,https://www.youtube.com/@Saucyasmr17,美国,9570,否,Other,高,"ASMR content, not gaming.",A
625,Youtube,CinemaBrothers,https://www.youtube.com/@cinemabrothers,美国,9540,否,Other,高,"Cinema brothers, film/movie content not gaming",A
708,Youtube,Normal America with Rob Noerr,https://www.youtube.com/@NormalAmericawithRobNoerr,美国,9510,否,Other,高,"'Normal America' suggests political/social commentary, not gaming.",A
236,Youtube,Sketchfab,https://www.youtube.com/@Sketchfab,美国,9480,否,Other,高,Sketchfab is 3D modeling platform; not gaming content.,A
679,Youtube,Magnolia Megan,https://www.youtube.com/@magnoliamegan,美国,9440,否,Other,高,Personal name; likely lifestyle/vlog content.,A
319,Youtube,Terrance Nicholson,https://www.youtube.com/@TerranceNicholsonVoiceActor,美国,9410,否,Other,高,"Voice actor, not primarily gaming content creator.",A
1539,Youtube,Anabolic Coach MR,https://www.youtube.com/@AnabolicCoachMR,美国,9410,否,Other,高,"Fitness/coaching channel, not gaming.",A
101,Youtube,Andrea.DigitalTechen,https://www.youtube.com/@andreadigitaltechen,美国,9350,否,Other,高,"Digital tech channel, not gaming-focused.",A
1157,Youtube,William Nevius,https://www.youtube.com/@WilliamNevius,美国,9320,否,Other,高,"Tech/general content creator, not gaming-focused.",A
175,Youtube,John Eats Cheap,https://www.youtube.com/@JohnEatsCheap,美国,9170,否,Other,高,"Food content creator, not gaming-focused.",A
506,Youtube,Palm Beach Slots,https://www.youtube.com/@palmbeachslots,美国,9160,否,Other,高,"Slots content; gambling, not gaming.",A
1141,Youtube,ScaryJerryASMR,https://www.youtube.com/@ScaryJerryASMR,美国,9140,否,Other,高,"ASMR content, not gaming-focused.",A
864,Youtube,WujiKitty: Big Rescue Cat Family,https://www.youtube.com/@WujiKitty,美国,9120,否,Other,高,"Pet/animal rescue content, not gaming.",A
473,Youtube,ROTO-Q 360,https://www.youtube.com/@rotoq360,美国,8940,否,Other,高,"ROTO-Q 360 suggests automotive/tech, not gaming.",A
403,Youtube,Tubefilter,https://www.youtube.com/@tubefilter,美国,8920,否,Other,高,"Tubefilter is YouTube news/media analysis, not gaming.",A
106,Youtube,D20 Woodworking,https://www.youtube.com/@D20Woodworking,美国,8880,否,Other,高,"D20 Woodworking indicates crafts, not gaming.",A
1302,Youtube,Table Tennis best point(s),https://www.youtube.com/@tabletennis_fan_zhendong,美国,8880,否,Other,高,"Table tennis sports content, not gaming",A
852,Youtube,Matt Miller PCs,https://www.youtube.com/@MMillerPCs,美国,8870,否,Other,高,"PC hardware/tech channel, not gaming-focused.",A
1202,Youtube,The Tech Buzz Gaming,https://www.youtube.com/@thetechbuzz,美国,8860,否,Other,高,"Tech Buzz suggests tech reviews, not primarily gaming.",A
440,Youtube,Quick Tech Reviews,https://www.youtube.com/@QuickTechReviews,美国,8710,否,Other,高,"Tech reviews, not gaming-specific.",A
423,Youtube,P0wer 0f Tech,https://www.youtube.com/@p0wer0ftech,美国,8670,否,Other,高,"Tech channel, not gaming-focused.",A
131,Youtube,El Regio y La ChinaMexican in the Philippines ,https://www.youtube.com/@ElRegioYLaChina05,美国,8540,否,Other,高,"Travel/lifestyle vlog, not gaming.",A
1050,Youtube,Sarah Adams,https://www.youtube.com/@sarahbeaarrr,美国,8430,否,Other,高,"Personal vlog channel, no gaming indicators",A
165,Youtube,Jessica the Dollar Diva,https://www.youtube.com/@JessicatheDollarDiva,美国,8370,否,Other,高,"Dollar Diva suggests finance/lifestyle content, not gaming.",A
143,Youtube,The Tech 360,https://www.youtube.com/@TheTech360,美国,8360,否,Other,高,"Tech review channel, not gaming-focused.",A
1043,Youtube,Tech.Joulez,https://www.youtube.com/@Tech.Joulez,美国,8320,否,Other,高,Tech channel; not gaming-focused.,A
1554,Youtube,Meelypod Hobby Podcast,https://www.youtube.com/@Meelypod,美国,8300,否,Other,高,"Podcast format, hobby-focused, not gaming-specific.",A
468,Youtube,antonline,https://www.youtube.com/@antonline,美国,8290,否,Other,高,"Antonline is electronics retailer, not gaming creator.",A
1024,Youtube,Izzie Chea,https://www.youtube.com/@IzzieCheaMusicStudio,美国,8270,否,Other,高,Music studio; not gaming.,A
998,Youtube,Ryan Yu,https://www.youtube.com/@RyanYu,美国,8120,否,Other,高,"Personal name, no gaming indicators",A
547,Youtube,It's Real to Us,https://www.youtube.com/@Itsrealtous1,美国,8090,否,Other,高,Reality/lifestyle content; not gaming.,A
657,Youtube,Fabiola Suárez,https://www.youtube.com/@FabiolaSuarez,美国,7970,否,Other,高,Personal name; likely lifestyle/vlog content.,A
1012,Youtube,Riah Paige ,https://www.youtube.com/@riahpaigee,美国,7950,否,Other,高,Personal name; no gaming indicators.,A
1044,Youtube,chops,https://www.youtube.com/@chopsyoutube,美国,7940,否,Other,高,Personal name; no gaming indicators.,A
1164,Youtube,MinisForum Official,https://www.youtube.com/@minisforumofficial,美国,7920,否,Other,高,"Hardware/PC manufacturer, not gaming content.",A
111,Youtube,Home Cinema \u0026 Tech Reviews,https://www.youtube.com/@homecinematech,美国,7890,否,Other,高,"Home cinema tech reviews, not gaming.",A
1301,Youtube,Crypto Live,https://www.youtube.com/@SliverRockAMVerShuu,美国,7890,否,Other,高,"Crypto content, not gaming",A
109,Youtube,Payal Bose ,https://www.youtube.com/@Happinessity,美国,7840,否,Other,高,"Happiness/lifestyle focus, not gaming.",A
1204,Youtube,CPPC TEK,https://www.youtube.com/@cppctek,美国,7830,否,Other,高,"CPPC TEK suggests tech/programming content, not gaming.",A
1601,Youtube,Short-Animation,https://www.youtube.com/@AvatarWorld655,美国,7780,否,Other,高,"Animation content, not gaming-focused.",A
261,Youtube,American Brain Tumor Association,https://www.youtube.com/@AmericanBrainTumorAssociation,美国,7770,否,Other,高,"Medical nonprofit organization, not gaming.",A
1659,Youtube,CRYPTO MILLIONAIRES HUSTLE,https://www.youtube.com/@CRYPTOMILLIONAIRESHUSTLE,美国,7770,否,Other,高,"Crypto/finance content, not gaming",A
307,Youtube,Vintage Sci-Fi Audiobooks The Early Days of Sci Fi,https://www.youtube.com/@VintageSciFiAudiobooks,美国,7540,否,Other,高,"Sci-fi audiobooks, not gaming content.",A
370,Youtube,Misfit Printing,https://www.youtube.com/@misfitprinting,美国,7520,否,Other,高,"Name 'Misfit Printing' indicates printing/craft business, not gaming.",A
859,Youtube,Goose Sports,https://www.youtube.com/@GooseSports,美国,7510,否,Other,高,"Sports content, not video gaming.",A
572,Youtube,Adept Angling ,https://www.youtube.com/@GeoFishing,美国,7430,否,Other,高,"Adept Angling suggests fishing content, not gaming.",A
116,Youtube,Momager Life With Gee | GBabii George,https://www.youtube.com/@GBabiiGeorge,美国,7390,否,Other,高,"Momager/family vlog content, not gaming.",A
699,Youtube,motivatcorner,https://www.youtube.com/@motivatcorner,美国,7380,否,Other,高,"Motivational content, not gaming.",A
1627,Youtube,Stream Gear Talk,https://www.youtube.com/@StreamGearTalk,美国,7350,否,Other,高,"Tech/streaming gear, not gaming-focused.",A
867,Youtube,FREEDOM108,https://www.youtube.com/@FREEDOM108TECH,美国,7280,否,Other,高,"Tech-focused channel name, not gaming.",A
337,Youtube,Atom Bomb Body,https://www.youtube.com/@AtomBombBody,美国,7150,否,Other,高,"Fitness/body content, not gaming-focused.",A
419,Youtube,Virtuous Gardening \u0026 Family ,https://www.youtube.com/@virtuousgardeningmore3551,美国,7100,否,Other,高,"Gardening and family channel, not gaming.",A
1015,Youtube,New Toys,https://www.youtube.com/@NewToysvideo,美国,7060,否,Other,高,Toys content; not gaming.,A
1664,Youtube,Dee Lovely Life,https://www.youtube.com/@DeeLovelyLife,美国,7000,否,Other,高,"Lifestyle/vlog content, not gaming",A
1651,Youtube,Gadgets Tools Shorts,https://www.youtube.com/@GadgetsToolsShorts,美国,6990,否,Other,高,"Gadgets and tools, not gaming content",A
1217,Youtube,Wilson Dittman Sports,https://www.youtube.com/@WilsonDittmanSports,美国,6910,否,Other,高,"Wilson Dittman Sports is sports content, not gaming.",A
1474,Youtube,The Academic Athlete ,https://www.youtube.com/@coachcastle666,美国,6880,否,Other,高,"Coach/athlete title indicates sports/fitness, not gaming.",A
1018,Youtube,my day old tea,https://www.youtube.com/@mydayoldtea,美国,6870,否,Other,高,Tea/lifestyle content; not gaming.,A
587,Youtube,Per-Michael Jarnberg,https://www.youtube.com/@Per-MichaelJarnberg,美国,6860,否,Other,高,Per-Michael Jarnberg personal name; likely vlog.,A
1298,Youtube,Slot Sistah,https://www.youtube.com/@SlotSistah,美国,6790,否,Other,高,"Slot machines/gambling content, not video gaming.",A
971,Youtube,DIVOOM,https://www.youtube.com/@Divoominternational,美国,6730,否,Other,高,"DIVOOM is tech/gadget brand, not gaming content",A
1331,Youtube,Lumoonosity LED Lights,https://www.youtube.com/@lumoonosityledlights3041,美国,6720,否,Other,高,"LED lights product channel, not gaming",A
1131,Youtube,Jazzy Oliver,https://www.youtube.com/@jazzyolivervo,美国,6700,否,Other,高,"Personal name channel, no gaming indicators.",A
1452,Youtube,Travis Patterson,https://www.youtube.com/@TWVlogs1,美国,6690,否,Other,高,"TWVlogs indicates vlog content, not gaming-focused.",A
1064,Youtube,J M Taslim Kabir,https://www.youtube.com/@TaslimKabir,美国,6680,否,Other,高,"Personal name, no gaming indicators",A
1071,Youtube,msteach1225,https://www.youtube.com/@msteach1225,美国,6630,否,Other,高,"Teacher channel (msteach), educational content",A
1635,Youtube,Big Pot,https://www.youtube.com/@bigpot50,美国,6560,否,Other,高,"Generic name, no gaming indicators.",A
651,Youtube,VeryLastDollar,https://www.youtube.com/@VeryLastDollar,美国,6520,否,Other,高,"Financial/personal finance channel, not gaming.",A
1117,Youtube,KAYE LANHI,https://www.youtube.com/@kayelanhi,美国,6520,否,Other,高,"Personal name channel, no gaming indicators.",A
1095,Youtube, ,https://www.youtube.com/@LeeMillerRTV,美国,6460,否,Other,高,"Empty name, generic handle, insufficient data",A
1165,Youtube,Hardware Artisan,https://www.youtube.com/@HardwareArtisan,美国,6380,否,Other,高,"Hardware tech channel, not gaming-focused.",A
1070,Youtube,CALIRIFLES,https://www.youtube.com/@calirifles,美国,6340,否,Other,高,"Rifles/firearms content, not gaming",A
1282,Youtube,TunesKit AceMovi Video Editor,https://www.youtube.com/@AceMoviVideoEditor,美国,6230,否,Other,高,"Video editor tool, not gaming content.",A
486,Youtube,AutoLust,https://www.youtube.com/@AutoLust,美国,6180,否,Other,高,"AutoLust automotive content, not gaming.",A
1647,Youtube,Breadnbeyond: Animated Explainer Video Company,https://www.youtube.com/@Breadnbeyond,美国,6170,否,Other,高,"Animation explainer company, not gaming.",A
428,Youtube,TV Chef,https://www.youtube.com/@tvchef,美国,6160,否,Other,高,"Cooking/chef channel, not gaming.",A
464,Youtube,Vault of Epic Facts,https://www.youtube.com/@VaultofEpicFacts,美国,6150,否,Other,高,"Vault of facts/trivia, educational content not gaming.",A
1608,Youtube,rᥡsᥲᥣ ommᥙᥒіᥴᥲіoᥒs,https://www.youtube.com/@CrystalCommunications,美国,6150,否,Other,高,"Communications/spiritual content, not gaming.",A
434,Youtube,"Robots, Drones, Electronics, 3D Printing, Jeeps ++",https://www.youtube.com/@303FPV,美国,6110,否,Other,高,"Robotics/drones/electronics, not gaming.",A
1422,Youtube,State Of Kansass,https://www.youtube.com/@stateofkansass,美国,6030,否,Other,高,"State/regional content channel, not gaming.",A
1631,Youtube,Alyssa Anne,https://www.youtube.com/@alyssaanneee,美国,5970,否,Other,高,"Personal name, no gaming indicators.",A
378,Youtube, []  ,https://www.youtube.com/@Ezra_reptile_sketches,美国,5930,否,Other,高,"Handle '@Ezra_reptile_sketches' indicates reptile/art content, not gaming.",A
482,Youtube,Wait! What?! How?,https://www.youtube.com/@WaitWhatHow,美国,5890,否,Other,高,"Wait What How suggests general curiosity/education, not gaming.",A
702,Youtube,dansplaining,https://www.youtube.com/@dansplaining,美国,5890,否,Other,高,"'dansplaining' suggests educational/explanatory content, not gaming.",A
461,Youtube,Circuit Stream,https://www.youtube.com/@CircuitStreamEdu,美国,5880,否,Other,高,"Circuit/electronics education, not gaming.",A
1552,Youtube,Air Shootist,https://www.youtube.com/@airshootist,美国,5820,否,Other,高,"Air shooting suggests real-world sport/activity, not video games.",A
134,Youtube,Dan and Minnie's Journey,https://www.youtube.com/@dansretirementjourneyphili6794,美国,5690,否,Other,高,"Travel/retirement vlog, not gaming.",A
513,Youtube,Subway Oracle,https://www.youtube.com/@SubwayOracle,美国,5640,否,Other,高,Subway Oracle suggests transit/prediction content.,A
1481,Youtube,The Counseling Fanny Pack of Fun,https://www.youtube.com/@thecounselingfannypackoffun,美国,5630,否,Other,高,"Counseling/wellness focus, not gaming-related.",A
1156,Youtube,Fosi Audio,https://www.youtube.com/@fosiaudio,美国,5570,否,Other,高,"Audio equipment channel, not gaming.",A
1667,Youtube,LoveLiveLaugh,https://www.youtube.com/@lovelivelaugh,美国,5500,否,Other,高,"Lifestyle/motivational, not gaming",A
421,Youtube,Ernesto Torres - Mobile Tech Reviews,https://www.youtube.com/@ErnestoTorres,美国,5420,否,Other,高,"Mobile tech reviews, not gaming-focused.",A
986,Youtube,The Montessori Twin Mama,https://www.youtube.com/@themontessoritwinmama,美国,5360,否,Other,高,"Parenting/education channel, not gaming",A
1039,Youtube,Ace On Knives,https://www.youtube.com/@Aceonknives,美国,5330,否,Other,高,Knives content; not gaming.,A
